Caso Noticia,Artículo,Tipo de Noticia,Fecha de los Hechos,Fecha de la denuncia,Fecha Última Actuación,Última Actuación,Análisis Proceso
050016099166202519025,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-11 12:42:00,2025-03-28 17:00:00,2025-04-03 14:12:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202514518,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-27 19:37:00,2025-02-28 20:38:00,2025-06-17 14:51:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202518257,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-31 01:30:00,2025-03-14 14:02:00,2025-03-31 13:55:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202519106,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-28 15:31:00,2025-03-31 15:21:00,2025-05-05 13:23:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202515194,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-24 20:23:00,2025-03-06 16:48:00,2025-03-13 10:24:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202514869,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-15 05:00:00,2025-03-04 14:37:00,2025-04-03 15:14:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202517286,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-03-05 11:36:00,2025-03-06 16:55:00,2025-05-27 10:10:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202514584,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-11 16:31:00,2025-02-28 16:41:00,2025-03-31 11:24:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202515943,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-02-21 09:30:00,2025-02-24 09:27:00,2025-06-09 16:13:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100326202580054,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-24 09:00:00,2025-04-25 08:00:00,2025-06-12 16:09:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202523617,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-19 14:27:00,2025-04-28 11:03:00,2025-05-27 09:30:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
051296100305202501443,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-01 19:00:00,2025-04-07 11:33:00,2025-05-05 13:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202523281,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-18 05:26:00,2025-04-25 09:25:00,2025-05-27 16:10:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202519637,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-02-05 18:00:00,2025-04-08 10:53:00,2025-05-28 13:28:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202534391,ESTAFA. ART. 246 C.P.,QUERELLA,2025-05-14 16:44:00,2025-06-12 09:14:00,2025-07-24 16:05:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202519741,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-17 15:00:00,2025-04-09 08:24:00,2025-07-22 15:31:00,QUERELLA REPROGRAMADA PARA CONCILIACION,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202522533,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-08 15:00:00,2025-04-21 13:57:00,2025-06-10 18:05:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202515078,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-29 00:05:00,2025-04-21 15:21:00,2025-07-08 11:41:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202520560,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-19 14:08:00,2025-04-06 15:33:00,2025-05-09 10:59:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202517870,ESTAFA. ART. 246 C.P.,DE OFICIO (INFORMES),2025-02-16 00:29:00,2025-04-03 15:40:00,2025-05-05 16:17:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202522729,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-24 15:41:00,2025-04-22 14:32:00,2025-06-10 17:29:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202519783,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-04 03:10:00,2025-04-09 11:07:00,2025-07-01 14:51:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202522796,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-18 22:16:00,2025-04-23 08:07:00,2025-06-11 08:39:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202517235,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-21 00:00:00,2025-03-26 08:27:00,2025-03-31 14:20:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050796100291202303239,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-18 09:30:00,2023-11-29 18:11:00,2024-08-26 11:40:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202521362,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-05-06 10:15:00,2025-05-07 10:07:00,2025-06-10 08:35:00,Sale a fiscal de conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052666000203202511462,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-05 11:00:00,2025-05-02 16:48:00,2025-05-27 09:07:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202473744,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-14 22:48:00,2024-10-25 15:51:00,2025-01-20 13:27:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202466787,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-16 15:25:00,2024-09-18 16:08:00,2024-10-04 11:36:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202525522,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-27 20:41:00,2025-05-05 10:59:00,2025-06-12 17:11:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528710,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-25 16:00:00,2025-05-15 10:43:00,2025-06-16 08:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202434527,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-03 00:00:00,2024-04-24 14:56:00,2024-12-05 14:21:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452161,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-09 05:41:00,2024-07-13 12:22:00,2024-09-19 11:03:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202529535,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-19 20:57:00,2025-05-20 10:46:00,2025-06-10 14:32:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202529587,ESTAFA. ART. 246 C.P.,QUERELLA,2023-09-01 13:40:00,2025-05-20 11:59:00,2025-06-17 08:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202529296,ESTAFA. ART. 246 C.P.,QUERELLA,2025-05-08 22:00:00,2025-05-19 14:33:00,2025-07-09 14:41:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528764,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-21 20:30:00,2025-05-15 12:55:00,2025-06-06 09:27:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202516727,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-20 22:21:00,2025-05-20 10:27:00,2025-07-09 14:51:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202434862,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-03 20:29:00,2024-04-25 15:26:00,2024-08-20 14:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528881,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-19 15:00:00,2025-05-15 16:26:00,2025-06-10 14:38:00,Sale a fiscal de conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202529581,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-12 00:08:00,2025-05-20 11:52:00,2025-06-10 14:38:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202517000,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-25 23:15:00,2025-05-22 14:30:00,2025-07-10 11:42:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202516642,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-21 22:51:00,2025-05-19 14:08:00,2025-07-09 13:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528233,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-19 02:44:00,2025-05-14 12:05:00,2025-07-09 10:06:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202527939,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-22 23:12:00,2025-05-13 16:20:00,2025-06-11 15:46:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528096,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-25 14:32:00,2025-05-14 09:52:00,2025-06-11 15:50:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202516128,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-23 21:34:00,2025-05-12 11:06:00,2025-06-09 14:09:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202527933,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-22 21:00:00,2025-05-13 16:14:00,2025-06-10 15:31:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202527545,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-22 04:50:00,2025-05-13 20:00:00,2025-06-11 15:48:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
660016000058202512262,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-15 20:00:00,2025-05-12 09:25:00,2025-05-27 00:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202527366,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-04-15 19:19:00,2025-05-12 15:30:00,2025-07-10 14:23:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528051,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-07 18:00:00,2025-05-14 09:09:00,2025-07-09 09:53:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202527729,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-17 12:08:00,2025-05-13 12:11:00,2025-06-10 14:55:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202420091,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-30 14:41:00,2024-02-13 15:11:00,2025-05-27 16:24:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202524537,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-06 16:37:00,2025-04-30 10:44:00,2025-07-07 16:35:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202516693,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-22 19:42:00,2025-05-20 09:44:00,2025-07-23 09:23:00,Conciliación con acuerdo ( por verificar ),🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053606099057202510575,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-31 14:25:00,2025-02-06 15:30:00,2025-03-12 09:22:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528074,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-13 18:30:00,2025-05-14 09:31:00,2025-07-09 10:01:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528868,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-30 00:29:00,2025-05-15 16:05:00,2025-07-09 14:32:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202528316,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-23 14:30:00,2025-05-14 14:02:00,2025-06-12 08:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528630,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-10 22:49:00,2025-05-15 09:16:00,2025-07-09 14:22:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
051296100305202502526,ESTAFA. ART. 246 C.P.,QUERELLA,2023-02-01 18:00:00,2025-05-16 11:20:00,2025-06-10 14:06:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528068,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-10 19:34:00,2025-05-14 09:27:00,2025-06-11 15:50:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528083,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-18 18:40:00,2025-05-14 09:39:00,2025-07-09 14:11:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202527865,ESTAFA. ART. 246 C.P.,DE OFICIO (INFORMES),2025-03-31 02:45:00,2025-05-13 14:55:00,2025-05-27 14:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
